id,quid,question,answer,answer_type,choices,answer_word,facts
488,,the sector of a circle has radius of 14 cm and its perimeter 50 cm . find its central angel ?,e,MULTIPLE_CHOICE,"a ) 180 o
b ) 225 o
c ) 270 o
d ) 150 o
e ) 90 o",,
489,,"a certain list consists of 21 different numbers . if n is in the list and n is 4 times the average ( arithmetic mean ) of the other 20 numbers in the list , then n is what fraction q of the sum of the 21 numbers in the list ?",b,MULTIPLE_CHOICE,"a ) 1 / 20
b ) 1 / 6
c ) 1 / 5
d ) 4 / 21
e ) 5 / 21",,
490,,"if 12 men can reap 120 acres of land in 16 days , how many acres of land can 36 men reap in 32 days ?",d,MULTIPLE_CHOICE,"a ) 269
b ) 512
c ) 369
d ) 720
e ) 450",,
491,,"in a certain pond , 50 fish were caught , tagged , and returned to the pond . a few days later , 50 fish were caught again , of which 4 were found to have been tagged . if the percent of tagged fish in the second catch approximates the percent of tagged fish in the pond , what is the approximate number of fish in the pond ?",d,MULTIPLE_CHOICE,"a ) 200
b ) 325
c ) 565
d ) 625
e ) 700",,
492,,"a , b and c play a cricket match . the ratio of the runs scored by them in the match is a : b = 2 : 3 and b : c = 2 : 5 . if the total runs scored by all of them are 75 , the runs scored by b are ?",b,MULTIPLE_CHOICE,"a ) 11
b ) 18
c ) 99
d ) 77
e ) 51",,
493,,"the hcf and lcm of two numbers m and n are respectively 8 and 200 . if m + n = 84 , then 1 / m + 1 / n is equal to",b,MULTIPLE_CHOICE,"a ) 1 / 35
b ) 3 / 50
c ) 5 / 37
d ) 2 / 35
e ) none",,
494,,an inspector rejects 0.04 % of the meters as defective . how many will he examine to reject 2 ?,d,MULTIPLE_CHOICE,"a ) a ) 1500
b ) b ) 2000
c ) c ) 2500
d ) d ) 5000
e ) e ) 3100",,
495,,john makes $ 50 a week from his job . he earns a raise andnow makes $ 90 a week . what is the % increase ?,d,MULTIPLE_CHOICE,"a ) 15 %
b ) 16.66 %
c ) 17.8 %
d ) 80 %
e ) 21 %",,
496,,"a father said his son , ` ` i was as old as you are at present at the time of your birth . ` ` if the father age is 48 now , the son age 5 years back was",d,MULTIPLE_CHOICE,"a ) 14
b ) 17
c ) 11
d ) 19
e ) 99",,
497,,"a man can row upstream at 25 kmph and downstream at 43 kmph , and then find the speed of the man in still water ?",b,MULTIPLE_CHOICE,"a ) 86
b ) 34
c ) 30
d ) 15
e ) 17",,
498,,if | x - 20 | = 40 what is the sum of all the values of x .,d,MULTIPLE_CHOICE,"a ) 0
b ) 60
c ) - 80
d ) 40
e ) 80",,
499,,"a certain car traveled twice as many miles from town a to town b as it did from town b to town c . from town a to town b , the car averaged 12 miles per gallon , and from town b to town c , the car averaged 14 miles per gallon . what is the average miles per gallon that the car achieved on its trip from town a through town b to town c ?",e,MULTIPLE_CHOICE,"a ) 13
b ) 13.5
c ) 14
d ) 14.5
e ) 15",,
500,,what is the units digit of 222 ^ ( 333 ) * 333 ^ ( 222 ) ?,c,MULTIPLE_CHOICE,"a ) 0
b ) 2
c ) 4
d ) 6
e ) 8",,
501,,"the length and breadth of a rectangular courtyard is 75 m and 32 m . find the cost of leveling it at the rate of $ 3 per m 2 . also , find the distance covered by a boy to take 4 rounds of the courtyard .",e,MULTIPLE_CHOICE,"a ) 3573
b ) 3455
c ) 8600
d ) 7000
e ) 7200",,
502,,"city a and city b are 140 miles apart . train c departs city a , heading towards city b , at 4 : 00 and travels at 40 miles per hour . train d departs city b , heading towards city a , at 4 : 40 and travels at 20 miles per hour . the trains travel on parallel tracks . at what time do the two trains meet ?",c,MULTIPLE_CHOICE,"a ) 5 : 00
b ) 5 : 30
c ) 6 : 40
d ) 6 : 30
e ) 7 : 00",,
503,,a corporation that had $ 2 billion in profits for the year paid out $ 100 million in employee benefits . approximately what percent of the profits were the employee benefits ? ( note : 1 billion = 10 ^ 9 ),c,MULTIPLE_CHOICE,"a ) 50 %
b ) 20 %
c ) 5 %
d ) 2 %
e ) 0.2 %",,
504,,a man and a boy complete a work together in 24 days . if for the last 6 days man alone does the work then it is completed in 26 days . how long the boy will take to complete the work alone ?,a,MULTIPLE_CHOICE,"a ) 72 days
b ) 20 days
c ) 24 days
d ) 36 days
e ) 34 days",,
505,,"mathew is planning a vacation trip to london next year from today for 5 days , he has calculated he would need about $ 3000 for expenses , including a round - trip plane ticket from l . a to london . he nets around $ 1500 monthly in gross income , after all bills are paid , he is left with about $ 350 each month free for whatever he desires . how much money would mathew need to evenly save from his $ 350 to have $ 3000 in his bank within 12 months ?",d,MULTIPLE_CHOICE,"a ) $ 240
b ) $ 350
c ) $ 217
d ) $ 250
e ) $ 340",,
506,,"three pipes a , b and c can fill a tank from empty to full in 30 minutes , 20 minutes and 10 minutes respectively . when the tank is empty , all the three pipes are opened . a , b and c discharge chemical solutions p , q and r respectively . what is the proportion of solution r in the liquid in the tank after 3 minutes ?",b,MULTIPLE_CHOICE,"a ) 6 / 15
b ) 6 / 11
c ) 6 / 14
d ) 6 / 12
e ) 6 / 13",,
507,,the present worth of rs . 1014 due in 2 years at 4 % per annum compound interest is,b,MULTIPLE_CHOICE,"a ) rs . 150.50
b ) rs . 937.5
c ) rs . 156.25
d ) rs . 158
e ) none",,
508,,"if ( a – b ) is 15 more than ( c + d ) and ( a + b ) is 3 less than ( c – d ) , then ( a – c ) is :",a,MULTIPLE_CHOICE,"a ) 6
b ) 2
c ) 3
d ) 4
e ) 5",,
509,,"if jake loses 8 pounds , he will weigh twice as much as his sister kendra . together they now weigh 281 pounds . what is jake ’ s present weight , in pounds ?",e,MULTIPLE_CHOICE,"a ) 125
b ) 135
c ) 140
d ) 165
e ) 190",,
510,,the total cost of 100 paper plates and 200 paper cups is $ 8.00 at the same rates what is the total cost of 20 of the plates and 40 of the cups ?,e,MULTIPLE_CHOICE,"a ) $ . 90
b ) $ 1.00
c ) $ 1.20
d ) $ 1.50
e ) $ 1.60",,
511,,4242 × 9999 = ?,a,MULTIPLE_CHOICE,"a ) 42415758
b ) 42415751
c ) 42415752
d ) 42415753
e ) 42415754",,
512,,2 cow ’ s and 5 goats are brought for rs . 1050 . if the average price of a goat be rs . 90 . what is the average price of a cow .,a,MULTIPLE_CHOICE,"a ) 300
b ) 320
c ) 330
d ) 350
e ) 375",,
513,,24 oz of juice p and 25 oz of juice v are mixed to make smothies x and y . the ratio of p to v in smothie x is 4 is to 1 and that in y is 1 is to 5 . how many ounces of juice p are contained in the smothie x ?,e,MULTIPLE_CHOICE,"a ) 5
b ) 10
c ) 15
d ) 20
e ) 25",,
514,,a certain industrial loom weaves 0.13 meters of cloth every second . approximately how many seconds will it take for the loom to weave 15 meters of cloth ?,b,MULTIPLE_CHOICE,"a ) 114
b ) 115
c ) 116
d ) 117
e ) 118",,
515,,"in a garden , there are yellow and green flowers which are straight and curved . if the probability of picking a green flower is 1 / 8 and picking a straight flower is 1 / 2 , then what is the probability of picking a flower which is yellow and straight",e,MULTIPLE_CHOICE,"a ) 1 / 7
b ) 1 / 8
c ) 1 / 4
d ) 3 / 4
e ) 4 / 9",,
516,,"how many 3 digit positive integers with distinct digits are there , which are not multiples of 10 ?",a,MULTIPLE_CHOICE,"a ) 576
b ) 520
c ) 504
d ) 432
e ) 348",,
517,,"3 pounds of 05 grass seed contain 1 percent herbicide . a different type of grass seed , 20 , which contains 20 percent herbicide , will be mixed with 3 pounds of 05 grass seed . how much grass seed of type 20 should be added to the 3 pounds of 05 grass seed so that the mixture contains 15 percent herbicide ?",d,MULTIPLE_CHOICE,"a ) 3
b ) 3.75
c ) 4.5
d ) 8.4
e ) 9",,
518,,"if f ( f ( n ) ) + f ( n ) = 2 n + 3 and f ( 0 ) = 1 , what is the value of f ( 2012 ) ?",c,MULTIPLE_CHOICE,"a ) 222
b ) 2787
c ) 2013
d ) 2778
e ) 10222",,
519,,"a certain barrel , which is a right circular cylinder , is filled to capacity with 60 gallons of oil . the first barrel is poured into a second barrel , also a right circular cylinder , which is empty . the second barrel is twice as tall as the first barrel and has twice the diameter of the first barrel . if all of the oil in the first barrel is poured into the second barrel , how much empty capacity , in gallons , is left in the second barrel ?",d,MULTIPLE_CHOICE,"['a ) there is no empty capacity'
'b ) 100 gallons'
'c ) 300 gallons'
'd ) 420 gallons'
'e ) 840 gallons']",,
520,,"concentrated apples juice comes inside a cylinder tube with a radius of 2.5 inches and a height of 15 inches . the tubes are packed into wooden boxes , each with dimensions of 11 inches by 10 inches by 31 inches . how many tubes of concentrated apples juice , at the most , can fit into 3 wooden boxes ?",a,MULTIPLE_CHOICE,"a ) 24 .
b ) 28 .
c ) 36 .
d ) 42 .
e ) 48 .",,
521,,"a group of students decided to collect as many paise from each member of group as is the number of members . if the total collection amounts to rs . 51.84 , the number of the member is the group is :",c,MULTIPLE_CHOICE,"a ) 57
b ) 67
c ) 72
d ) 87
e ) 97",,
522,,"john purchased some shirts and trousers for $ 1550 . he paid $ 250 less for the shirts than he did for the trousers . if he bought 5 shirts and the cost of a shirt is $ 20 less than that of a trouser , how many trousers did he buy ?",c,MULTIPLE_CHOICE,"a ) 4
b ) 5
c ) 6
d ) 7
e ) 8",,
523,,"a cube has a volume of 125 cubic feet . if a similar cube is twice as long , twice as wide , and twice as high , then the volume , in cubic feet of such cube is ?",e,MULTIPLE_CHOICE,"a ) 24
b ) 48
c ) 64
d ) 80
e ) 1000",,
524,,a car is running at a speed of 110 kmph . what distance will it cover in 9 sec ?,b,MULTIPLE_CHOICE,"a ) 100 m
b ) 279 m
c ) 180 m
d ) 200 m
e ) 250 m",,
525,,"in an election , candidate a got 65 % of the total valid votes . if 15 % of the total votes were declared invalid and the total numbers of votes is 560000 , find the number of valid vote polled in favor of candidate ?",d,MULTIPLE_CHOICE,"a ) 355600
b ) 355800
c ) 356500
d ) 309400
e ) 357000",,
526,,"if a coin has an equal probability of landing heads up or tails up each time it is flipped , what is the probability that the coin will land heads up exactly twice in 2 consecutive flips ?",c,MULTIPLE_CHOICE,"a ) 0.125
b ) 0.225
c ) 0.25
d ) 0.5
e ) 0.666",,
527,,"in a manufacturing plant , it takes 36 machines 4 hours of continuous work to fill 6 standard orders . at this rate , how many hours of continuous work by 72 machines are required to fill 12 standard orders ?",a,MULTIPLE_CHOICE,"a ) 4
b ) 6
c ) 8
d ) 9
e ) 12",,
528,,a car is running at a speed of 90 kmph . what distance will it cover in 10 sec ?,e,MULTIPLE_CHOICE,"a ) 100 m
b ) 150 m
c ) 180 m
d ) 200 m
e ) 250 m",,
529,,"how many 3 digit number formed by using 23 , 45 , 67 once such that number is divisible by 15 .",a,MULTIPLE_CHOICE,"a ) 8
b ) 13
c ) 12
d ) 20
e ) 22",,
530,,how many 3 digit positive integers t exist that when divided by 7 leave a remainder of 5 ?,e,MULTIPLE_CHOICE,"a ) 128
b ) 142
c ) 143
d ) 141
e ) 129",,
531,,"in a 100 member association consisting of men and women , exactly 10 % of men and exactly 20 % women are homeowners . what is the maximum number of members who are homeowners ?",a,MULTIPLE_CHOICE,"a ) 29
b ) 27
c ) 25
d ) 23
e ) 21",,
532,,how many single - digit whole numbers yield a remainder of 1 when divided by 10 and also yield a remainder of 1 when divided by 6 ?,b,MULTIPLE_CHOICE,"a ) none
b ) one
c ) two
d ) three
e ) four",,
533,,"the average of 10 numbers is calculated as 16 . it is discovered later on that while calculating the average , one number namely 36 was wrongly read as 26 . the correct average is ?",a,MULTIPLE_CHOICE,"a ) a ) 17
b ) b ) 18
c ) c ) 19
d ) d ) 22
e ) e ) 24",,
534,,"48 persons can repair a road in 12 days , working 5 hours a day . in how many days will 30 persons , working 6 hours a day , complete the work ?",b,MULTIPLE_CHOICE,"a ) 10
b ) 16
c ) 13
d ) 18
e ) 19",,
535,,"in the coordinate plane , a circle centered on point ( - 3 , 4 ) passes through point ( 1 , 1 ) . what is the area of the circle ?",c,MULTIPLE_CHOICE,"a ) 9 π
b ) 18 π
c ) 25 π
d ) 37 π
e ) 41 π",,
536,,"a cistern has a leak which would empty the cistern in 20 minutes . a tap is turned on which admits 7 liters a minute into the cistern , and it is emptied in 24 minutes . how many liters does the cistern hold ?",d,MULTIPLE_CHOICE,"a ) 480
b ) 487
c ) 481
d ) 840
e ) 268",,
537,,"the ratio between x and y is 8 / 3 ; x is multiplied by x and y is multiplied by y , what is the ratio between the new values of x and y ?",a,MULTIPLE_CHOICE,"a ) 8 / 3
b ) 3 / 8
c ) 1
d ) 64 / 9
e ) it can not be determined",,
538,,"a , b and c play a cricket match . the ratio of the runs scored by them in the match is a : b = 2 : 3 and b : c = 2 : 5 . if the total runs scored by all of them are 100 , the runs scored by a are ?",d,MULTIPLE_CHOICE,"a ) 11
b ) 18
c ) 13
d ) 16
e ) 12",,
539,,"1 , 3,5 , 7,9 , . . 50 find term of sequnce",e,MULTIPLE_CHOICE,"a ) 1230
b ) 1300
c ) 1500
d ) 1679
e ) 2500",,
540,,"a palindrome is a number that reads the same forward and backward , such as 120 . how many odd , 4 - digit numbers are palindromes ?",b,MULTIPLE_CHOICE,"a ) 40
b ) 55
c ) 50
d ) 90
e ) 2500",,
541,,"the operation is defined for all integers a and b by the equation ab = ( a - 1 ) ( b - 1 ) . if x 20 = 190 , what is the value of x ?",c,MULTIPLE_CHOICE,"a ) 10
b ) 12
c ) 11
d ) 13
e ) 14",,
542,,how many 5 digit nos are there if the 2 leftmost digits are odd and the digit 4 ca n ' t appear more than once in the number ? could someone please provide a solution using a approach other than ( 1 - x ( none ) ) approach ?,a,MULTIPLE_CHOICE,"a ) 24300
b ) 25700
c ) 26500
d ) 24400
e ) 26300",,
543,,"the population of a bacteria colony doubles every day . if it was started 8 days ago with 3 bacteria and each bacteria lives for 12 days , how large is the colony today ?",c,MULTIPLE_CHOICE,"a ) 512
b ) 768
c ) 13122
d ) 2048
e ) 4096",,
544,,"a cat leaps 6 leaps for every 5 leaps of a dog , but 2 leaps of the dog are equal to 3 leaps of the cat . what is the ratio of the speed of the cat to that of the dog ?",a,MULTIPLE_CHOICE,"a ) 4 : 5
b ) 2 : 3
c ) 4 : 1
d ) 1 : 9
e ) 3 : 2",,
545,,a horse is tethered to one corner of a rectangular grassy field 36 m by 20 m with a rope 18 m long . over how much area of the field can it graze ?,c,MULTIPLE_CHOICE,"a ) 154 cm 2
b ) 308 m 2
c ) 254 m 2
d ) 260 m 2
e ) none of these",,
546,,"if the arithmetic mean of seventy 5 numbers is calculated , it is 35 . if each number is increased by 5 , then mean of new number is ?",b,MULTIPLE_CHOICE,"a ) 87
b ) 40
c ) 37
d ) 28
e ) 26",,
547,,"8873 + x = 13200 , then x is ?",b,MULTIPLE_CHOICE,"a ) 3327
b ) 4327
c ) 3337
d ) 2337
e ) none of these",,
548,,"a box contains 8 pairs of shoes ( 16 shoes in total ) . if two shoes are selected at random , what it is the probability that they are matching shoes ?",e,MULTIPLE_CHOICE,"a ) 1 / 190
b ) 1 / 20
c ) 1 / 19
d ) 1 / 10
e ) 1 / 15",,
549,,"sales price is $ 60 , gross profit is 140 % of cost , what is the value of gross profit ?",d,MULTIPLE_CHOICE,"a ) 32
b ) 33
c ) 39
d ) 35
e ) 42",,
550,,"a , b , k start from the same place and travel in the same direction at speeds of 30 km / hr , 40 km / hr , 60 km / hr respectively . b starts 6 hours after a . if b and k overtake a at the same instant , how many hours after a did k start ?",d,MULTIPLE_CHOICE,"a ) 3
b ) 4.5
c ) 4
d ) d ) 12
e ) e ) 5",,
551,,"in an exam 80 % of the boys and 40 % of the girls passed . the number of girls who passed is 120 , which is 2 / 3 rd of the number of boys who failed . what is the total number of students who appeared for the exam ?",a,MULTIPLE_CHOICE,"a ) 1200
b ) 380
c ) 3800
d ) 2180
e ) 3180",,
552,,"when 4 is added to half of one - third of one - fifth of a number , the result is one - fifteenth of the number . find the number ?",d,MULTIPLE_CHOICE,"a ) 32
b ) 81
c ) 60
d ) 120
e ) 11",,
553,,"a certain lab experiments with white and brown mice only . in one experiment , 2 / 3 of the mice are white . if there are 15 brown mice in the experiment , how many mice in total are in the experiment ?",a,MULTIPLE_CHOICE,"a ) 45
b ) 33
c ) 26
d ) 21
e ) 10",,
554,,"a merchant sells an item at a 20 % discount , but still makes a gross profit of 30 percent of the cost . what percent of the cost would the gross profit on the item have been if it had been sold without the discount ?",d,MULTIPLE_CHOICE,"a ) 20 %
b ) 40 %
c ) 50 %
d ) 62.5 %
e ) 75 %",,
555,,"pipe a fills a tank in 42 minutes . pipe b can fill the same tank 6 times as fast as pipe a . if both the pipes are kept open when the tank is empty , how many minutes will it take to fill the tank ?",d,MULTIPLE_CHOICE,"a ) 3
b ) 4
c ) 5
d ) 6
e ) 7",,
